geometry,addr:city,addr:country,addr:housenumber,addr:postcode,addr:street,addr:suburb,amenity,health_facility:type,health_specialty:dentistry,healthcare,medical_system:western,office,operator,description,level,name,opening_hours,wheelchair,phone,toilets:wheelchair,website,contact:website,contact:email,contact:fax,contact:phone,check_date:opening_hours,check_date,email,fax,healthcare:speciality,air_conditioning,internet_access,internet_access:fee,payment:bank_transfer,payment:cash,payment:credit_cards,payment:debit_cards,payment:paypal,source,toilets,entrance,opening_hours:signed,wheelchair:description,emergency,name:de,name:en,payment:contactless,start_date,disused:name,disused:office,note,addr:city:fa,addr:housename,alt_name,short_name,shop,addr:floor,brand,brand:wikidata,cash_withdrawal:operator,branch,counselling_type:nutrition,provided_for:boy,provided_for:girl,addr:place,source:date,url,payment:cards,payment:girocard,opening_hours:note:de,payment:mastercard,payment:visa,fixme,name:ja,payment:insurance,payment:invoice,contact:facebook,contact:instagram,noname,smoking,health_specialty:oral_surgery,health_specialty:orthodontics,health_specialty:periodontology,language:ar,wikimedia_commons,survey:date,craft,opening_hours:covid19,addr:inclusion,language:tr,kids_area:indoor,name:vi,whatsapp,check_date:currency:XBT,currency:XBT,payment:lightning,payment:lightning_contactless,payment:onchain,name:signed,building,building:levels,roof:shape,type
POINT (13.3609232 52.4961274),Berlin,,160,10783,Potsdamer Straße,,dentist,,,dentist,,,,,,dentalzentrum plus,Mo-Fr 09:00-19:00,yes,,,https://dentalzentrumplus.de/,,,,,2022-11-24,,info-sb@dentalzentrumplus.de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.314331 52.5016713),,,,,,,dentist,,,dentist,,,,,,Kinderzahnarzt,,yes,,,,,,,,2024-09-03,2024-09-03,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.5698939 52.4451649),Berlin,DE,2,12557,Gutenbergstraße,Köpenick,dentist,office,main,dentist,yes,,,,,Zahnarztpraxis Olaf Vogel,"Mo-Fr 08:00-13:00, Mo,We,Th 14:00-20:00, Tu 15:00-20:00||""nach Vereinbarung"" ; PH off",yes,+49 30 6559397,,https://www.zaehne-zum-zeigen.de,,,,,,2026-01-01,,+49 30 65496693,,,,,,,,,,Geoportal Berlin / Hauskoordinaten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.3171553 52.4915968),Berlin,DE,28a,10713,Hohenzollerndamm,Wilmersdorf,dentist,,,dentist,,,,,,Dr. Haase,Mo 09:00-18:00; Tu-Th 09:00-20:00; Fr 08:00-13:00,yes,,,,http://www.zahnarzt-drhaase.de,info@zahnarzt-drhaase.de,+4930 863 99 101,+4930 863 99 100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.3172726 52.4916443),Berlin,DE,28a,10713,Hohenzollerndamm,Wilmersdorf,dentist,,,dentist,,,,,,"Zentrum für Implantologie, Oralchirurgie und Mund-, Kiefer- & Gesichtschirurgie",,,,,,https://oralchirurgie-wilmersdorf.berlin/,,+49 30 86098719,+49 30 8609870,2024-08-27,,,,dental_oral_maxillo_facial_surgery,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.3237877 52.4961549),Berlin,DE,53,,Uhlandstraße,,dentist,,,dentist,,,,Praxis für ästhetisch-rekonstruktive Zahnmedizin und Implantologie,,Dres. Zimny & Kollegen,Mo-Fr 08:00-19:00,limited,,,,https://www.zahnarzt-zimny.de/,,,,,2024-07-26,,,implantology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.3986549 52.5673951),Berlin,DE,123A,13187,Wollankstraße,Pankow,dentist,,,dentist,,,,,,Kathrin Genger,"Mo,Tu 12:00-19:00; Th 08:00-15:00",no,+49 30 4422788,,,,,,,2025-07-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.4082422 52.5129543),Berlin,DE,5,10179,Fischerinsel,Mitte,dentist,,,dentist,,,,,,Zahnarztpraxis Schröter,Mo-Fr 08:00-12:00,,,,,,,,+49 30 2011480,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.4178515 52.4928693),Berlin,DE,76,10967,Graefestraße,Kreuzberg,dentist,,,dentist,,,,,1,Zahnarztpraxis Renate Hübner,"Mo-Tu 08:30-12:00,14:00-18:00; We 08:30-14:00; Th 08:30-12:00,14:00-18:00; PH off",no,,,,,,,+49 30 6918934,,,,,dentist,,,,,yes,yes,yes,,,,,,,,Zahnarztpraxis Renate Hübner,Dentist's Office Renate Huebner,yes,1994-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.578565 52.457186),Berlin,DE,2,12555,Parrisiusstraße,Köpenick,dentist,office,yes,dentist,yes,physician,,,,Grundmann Dentistry,Mo-Th 08:00-20:00; Fr 08:00-14:00,no,+49 30 6571444,,https://www.grundmann-dentistry.de/,,,,,2026-01-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.4127111 52.5421277),Berlin,DE,48,10437,Schönhauser Allee,Prenzlauer Berg,dentist,,,dentist,,,,,,Dr. Roman Kogan,Mo-Th 08:00-20:00; Fr 08:00-19:00; Sa 09:00-14:00; PH off,limited,,,,http://www.kogan-berlin.de/,info@kogan-berlin.de,,+49 30 4440978,,2025-10-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.3401723 52.5286923),,,,,,,dentist,,,dentist,,,,,,Annett Paszkier,"Mo,Tu,Th 08:00-12:00,14:00-18:00; We 08:00-12:00,14:00-16:00",no,,,,,,,+49303958902,2025-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.3012447 52.5834671),,,,,,,dentist,office,yes,dentist,yes,physician,Larissa Kusika,,,Larissa Kusika Zahnarzt,Mo 14:00-19:00; Tu 09:00-14:00; PH off,,+49304339482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.6245678 52.5162793),Berlin,DE,188,12623,Lemkestraße,Mahlsdorf,dentist,,,dentist,,,,,,Dipl. Med. Christiane Lechler,,yes,,,,http://www.zapclechler.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.4679514 52.511357),Berlin,DE,10,10247,Oderstraße,Friedrichshain,dentist,,,dentist,,,,,,F. Michel,"Mo,We 12:00-20:00; Tu,Th 08:00-12:00,14:00-20:00; Fr 08:00-13:00",yes,,,,,,,+49 30 2910070,2025-03-10,,,,,,,,,,,,,Dakota 20,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.2965286 52.5972465),Berlin,,38,13509,Waidmannsluster Damm,,dentist,,,dentist,,,Goehlich,,,Zahnzentrum,"Mo-We 09:00-13:00, 15:00-20:00; Th 09:00-18:00; Fr 09:00-14:00; PH off",,+49304339430,,https://praxis-goehlich.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.4020071 52.5875664),Berlin,DE,70,13156,Dietzgenstraße,Niederschönhausen,dentist,,,dentist,,,,,,Zahnmedizin Nordend,,,,,,,,,,,2022-10-04,,,,,,,,,,,,,,,,,,,,,,Reise Atelier,travel_agent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.457922 52.5092595),Berlin,DE,1,10245,Gabriel-Max-Straße,Friedrichshain,dentist,,,dentist,,,,Kieferorthopädin,,Dr. Martina Geier,,no,,,,,,,+49 30 2912501,2024-06-30,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.3410363 52.5326067),Berlin,DE,33,10551,Birkenstraße,Moabit,dentist,,,dentist,,,,,,Zahnarztpraxis Diana Cohn,"Mo 12:00-19:00; Tu,Th 10:00-19:00; We 09:00-19:00; Fr 09:00-15:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Die Werbeagentur monocor schafft spezialisierte, medienübergreifende Geschäftsausstattung für die Branchen Gastronomie, Medizin und Wellness – mit hohem Anspruch an Qualität und Funktionalität.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.3221575 52.4866468),Berlin,DE,95,10717,Uhlandstraße,Wilmersdorf,dentist,,,dentist,,,,,,Dental 21,"""Termine online""",limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.4162078 52.5182246),Berlin,DE,20,10179,Grunerstraße,Mitte,dentist,,,dentist,,,,,3,Zahnarztpraxis MundWerk,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,برلین,Zahnarztpraxis MundWerk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.5438258 52.4348552),Berlin,DE,7,12489,Weerthstraße,Adlershof,dentist,,,dentist,,,,,,Dr. med. dent. Evelin und Agnes Rößner,"Mo 08:00-12:00,14:00-19:30; Tu 10:00-13:00,14:00-18:00; We 08:00-12:00,14:00-18:30; Th 08:00-12:00,14:00-18:30; Fr 08:00-12:00,13:00-16:00; PH off",no,+49 30 6775587,,https://zahnarzt-in-adlershof.de/,,,,,,,info@zahnarzt-in-adlershof.de,+49 30 24355375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.3883124 52.4924855),,,,,,,dentist,,yes,dentist,yes,,Heike Schilling,,1,Zahnarztpraxis am Mehringhof,"Mo-Fr 09:00-18:30; We 14:00-18:30; ""Mittwoch ab 14:00 Uhr Kinderbehandlung""; Sa 09:00-14:00 ""nach Vereinbarung""; Su,PH off",yes,+49 30 6904790,,http://www.zam-berlin.de,,,,,,,,,,,,,,,,,,http://www.zahnarzt-berlin-kreuzberg.net/,,,,,yes,,,,,,,,,,ZaM Zahnarztpraxis am Mehringhof,ZaM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.2969472 52.591835),,,,,,,dentist,,,dentist,,,,,,,"Tu,Th,Fr 10:00-12:00, Tu,Th 15:00-18:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,newsagent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.5268154 52.4826899),Berlin,DE,4,10318,Rheinsteinstraße,Karlshorst,dentist,,,dentist,,,,,,Zahnarztpraxis Yvonne Burda,"Mo-Th 08:00-19:00, Fr 08:00-16:00",yes,+49 30 50 88 260,yes,http://www.zahnarztpraxis-burda.de,,,,,2024-09-20,,,,,,,,,,,,,,,,,Sehr nette Fachärztin :) Öffnungszeiten: Mo: 8:00 - 17:00 Di: 8:00 - 19:00 Mi: 8:00 - 19:00 Do: 8:00 - 19:00 Fr: 8:00 - 16:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.4613435 52.4313152),,,,,,,dentist,,,dentist,,,,,,Zahnarztpraxis Staffehl,"Mo,Th 09:00-19:00; Tu,We 09:00-20:00; Fr 08:00-14:00",no,+49 30 6035252,,https://imakeyousmile.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.5481142 52.43809),Berlin,DE,46,12489,Dörpfeldstraße,Adlershof,dentist,,,dentist,,,,,1,Zahnklinik Ost,"Mo-Fr 07:00-21:00; Sa-Su,PH 10:00-18:00",yes,+49 30 565 90 50 0,no,https://www.zahnklinik-ost.de/,,,,,,2024-02-07,kontakt@zahnkultur-berlin.de,+49 30 565 90 50 20,,,,,,,yes,yes,,survey,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.3262273 52.4672349),Berlin,DE,5,12161,Fröaufstraße,Friedenau,dentist,,,dentist,,,,,,Janka Huttula,"Mo 08:00-12:00,15:00-20:00; Tu,Fr 08:00-14:00; We ""nur nach Vereinbarung""; Th 13:00-20:00",,+49 30 8515402,,https://www.praxis-huttula.de/,,,,,,2025-08-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.3229365 52.5065041),Berlin,DE,5,10623,Savignyplatz,Charlottenburg,dentist,,,dentist,,,,,,Zahnmedizinisches Fachzentrum am Savignyplatz,Mo-Fr 08:00-20:00; Sa 10:00-14:00,no,,,,http://www.zahnmedizinisches-fachzentrum-berlin.de/,,,+49 30 92400590,,,,,,,,,,,,,,http://www.zahnmedizinisches-fachzentrum-berlin.de/,,,,Aufzugtür nur 70cm breit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.3103862 52.5008328),Berlin,DE,64,10707,Kurfürstendamm,Charlottenburg,dentist,,,dentist,,,,,,KU64 Dr. Ziegler & Partner Zahnärzte,Mo-Fr 08:00-20:00; Sa 09:00-19:00; Su 10:00-18:00,yes,,,,https://www.ku64.de/,info@ku64.de,+49 30 86473242,+49 30 8647320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.3183583 52.5174499),,,,,,,dentist,,,dentist,,,,,,S. Reimann,"Mo 09:00-12:00,15:00-18:00; Tu-We 15:00-18:00; Th 09:00-12:00,15:00-18:00; Fr 15:00-18:00; Sa 09:00-12:00",,,,,,,,,2024-08-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.316685 52.5109648),Berlin,DE,15,10625,Schillerstraße,Charlottenburg,dentist,,,dentist,,,,,,Zahnarzt- und Prophylaxepraxis Dr. med. dent. Arne Mallien,,yes,+49 30 3123256,,,http://www.doktor-mallien.de/kontakt.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.3214646 52.4897039),Berlin,DE,45,10717,Pfalzburger Straße,,dentist,,,dentist,,,,,,Die Praxis,,limited,,,,,,,,,2024-07-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.3874543 52.5103807),Berlin,DE,12,10117,Mauerstraße,Mitte,dentist,,,dentist,,,,,,"Kompetenzzentrum für Zahnimplantate, Herr Dr. Gutsche & Kollegen","Mo 08:30-17:00; Tu,Th 08:30-18:00; We 08:30-14:30; Fr 08:30-14:00",yes,,,https://www.implantat-berlin-mitte.de/,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.401928 52.537692),Berlin,DE,4,10435,Arkonaplatz,Mitte,dentist,,,dentist,,,,,,MeinDentist,Mo-Fr 08:00-20:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MEINDENTIST,Q127611277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.4348448 52.5142527),Berlin,DE,75,10243,Koppenstraße,Friedrichshain,dentist,,,dentist,,,,,,Dr. Kathrin Lehmann,"Mo,Th 10:00-14:00, 15:00-18:00; Tu 08:00-11:00, 12:00-14:00; We 08:00-11:00, 12:00-13:00; Fr ""nach Vereinbarung""",no,,,,http://zahnarztpraxis-dres-lehmann.de/,info@zahnarzt-lehmann.com,+49 30 29003282,+49 30 2965422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.3926726 52.5564296),Berlin,DE,70,13359,Grüntaler Straße,Gesundbrunnen,dentist,,,dentist,,,,,,Sabine Peters,"Mo 08:00-12:00,13:00-18:00; Tu 08:00-12:00,13:00-16:00; We 13:00-20:00; Th 08:00-12:00,13:00-16:00; Fr 08:00-14:00",limited,,,,,,,,2022-10-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.4223345 52.5368112),Berlin,DE,209,10405,Prenzlauer Allee,Prenzlauer Berg,dentist,,,dentist,,,,,,Ole Storch,"Mo,Th 11:00-18:30; Tu 08:00-15:00; We 08:00-13:00",no,,,http://www.zahnarzt-ole-storch.de/,,,,+49 30 4419073,,,,,,,,,,,,,,Jens Wilke,,,,,,,,,,,,,,,Ole Storch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.3904929 52.5632822),,,31,,Wollankstraße,,dentist,,,dentist,,,,,,Zahnärzte,"Mo,We,Th 09:00-18:00; Tu 09:00-19:00; Fr 09:00-12:00",no,+49 30 4938006,,,,,,,,2023-07-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bert Eichmann, Maria Tietz",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.5002672 52.5125699),,,,,,,dentist,,,dentist,,,,,,Praxis Dr.med. Martina Schüler Zahnärztin,"Tu 10:30-12:30,13:00-20:00; We 09:00-15:00; Th 12:00-20:00; Fr 09:00-14:00",no,,,,,,,,2025-03-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.328986 52.4648511),Berlin,DE,16,12163,Schöneberger Straße,Steglitz,dentist,,,dentist,,,,,,Moritz & Inga Strehle,"Mo 08:00-12:00,13:00-16:00; Tu 11:00-14:00,15:00-18:30; We 09:00-13:00,15:00-18:00; Th 11:00-14:00,15:00-18:30; Fr 08:00-12:00; Sa,Su,PH off",no,+49 30 8524649,,https://zahnarzt-strehle.de/,,,,,,,praxis@zahnarzt-strehle.de,+49 30 85407350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.3643094 52.5482206),,,10,,Prinz-Eugen-Straße,,dentist,,,dentist,,,,,,Dr. Becker,Mo 08:00-17:00; Tu-Th 11:00-21:00,no,,,,,,,,2024-02-25,2022-12-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.4245722 52.4817697),Berlin,DE,30,12049,Hermannstraße,,dentist,,,dentist,,,Reinhard Weßel,Öffnungszeiten: Mo - Fr 9:00 - 19:00 Uhr Fr nur mit Termin,,Zahnarztpraxis Reinhard Weßel,"Mo-Th 09:00-13:30, 15:00-18:30; Fr 09:00-19:00 open ""Nach Vereinbarung""",no,,,https://www.r-wessel.de/,,,,+49 30 6214007;+49 177 2594816,,2023-05-18,info@r-wessel.de,,,,,,,,,,,knowledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.4132099 52.5520505),Berlin,DE,49,10439,Paul-Robeson-Straße,Prenzlauer Berg,dentist,,,dentist,,,,,,Zahnarztpraxis zahnPLUSgesundheit,Mo-Fr 08:00-20:00,,,,,,,,+49 30 44650288,2025-11-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.6291935 52.4532819),Berlin,DE,9,12587,Klutstraße,Friedrichshagen,dentist,,,dentist,,,,,,Peter Zahl,"Mo 14:00-19:00; Tu 08:00-13:00,14:00-19:00; We 08:00-13:00; Th 08:00-13:00,14:00-19:00; Fr 08:00-14:00",,,,,http://www.zahnarztpraxis-friedrichshagen.de/,peterzahl@t-online.de,,+49 30 645 1552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.3245115 52.5078465),Berlin,DE,2,10623,Carmerstraße,Charlottenburg,dentist,,,dentist,,,Dr. Sunja Christen,,,Praxis für Zahnerhaltung.Berlin,"Mo 08:00-20:00; Tu,We 12:30-20:00; Th,Fr 08:00-17:00",no,,,,https://www.zahnerhaltung.berlin/,,,+49 30 313 56 48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.4367314 52.4238975),,,,,,,dentist,,,dentist,,,,,,Zahnarztpraxis Berlin-Buckow,"Mo-Fr 08:00-13:00, Mo-Th 14:00-20:00",yes,,,https://www.zahnarztpraxis-buckow.de/,,,,,2024-02-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.4360268 52.4181368),,,,,,,dentist,,,dentist,,,,,,Zahnarztpraxis Daniela Grunow,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.4568296 52.4289205),,,,,,,dentist,,,dentist,,,,,2,Zahnklinik Gropius-Passagen,,yes,,,https://www.zahnklinik-berlin.info/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.1996766 52.5212264),,,,,,,dentist,,,dentist,,,,,,Dr. Kappel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.3341987 52.5919596),Berlin,DE,73,13437,Oranienburger Straße,Wittenau,dentist,,,dentist,,,,"Zahnarztpraxis Reinickendorf, Zahnarzt Reinickendorf, Implantation Reinickendorf, Zahnarzt Wittenau",,Medentes - Zahnarztpraxis Reinickendorf,,,+49 30 411 12 47,,https://www.medentes.de/,,,,,,,,,,,,,,,,,,Geoportal Berlin / Hauskoordinaten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.4760864 52.4231496),Berlin,DE,13,12353,Joachim-Gottschalk-Weg,Gropiusstadt,dentist,,,dentist,,,,,1,Torsten Beier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.4662764 52.5053348),Berlin,,8,10245,Lenbachstraße,,dentist,,,dentist,,,,,,Dr. Heike Wachtel,"Mo 10:00-13:30,14:30-19:30; Tu 14:00-19:00; We,Fr 09:00-13:00; Th 09:00-13:30,14:30-18:00",limited,+49 30 2910884,,https://www.dr-wachtel-heike.de/,,,,,2025-09-29,,info@dr-wachtel-heike.de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.2664777 52.5096681),Berlin,DE,1,14052,Württembergallee,Westend,dentist,,,dentist,,,,,,Göpner + Göpner | Stefan Gerlach,Mo-Th 09:00-18:00; Fr 08:00-13:00,no,,,,,,,,2022-09-02,,,,,,,,,,,,,Geoportal Berlin / Hauskoordinaten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.4628583 52.5184555),Berlin,DE,32,10247,Bänschstraße,Friedrichshain,dentist,,,dentist,,,,,,Juliane Baumbach,Fr 07:00-14:00; Mo 10:00-20:00; We 07:00-19:00; Th 07:00-17:00; Tu 08:00-19:00,no,,,https://zahnarzt-friedrichshain.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.2261335 52.6135801),Berlin,DE,106,13503,Schulzendorfer Straße,Heiligensee,dentist,,,dentist,,,Zahnärztin Laura Blümich,,,Blümich & Collegen,Mo-Fr 08:00-19:00,,+49 30 4313724,,https://bluemich-collegen.de/,,,,,,,,+49 30 43666076,,,,,,,,,,Geoportal Berlin / Hauskoordinaten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.228967 52.5854359),Berlin,DE,3,13505,Habichtstraße,Konradshöhe,dentist,,,dentist,,,,,,Zahnarztpraxis Kathrin Späthe,"Mo 08:00-16:00, Tu-We 12:00-18:00, Th 08:00-16:00, Fr 08:00-12:00",,+49 30 430049-10,,https://zahnarztpraxis-spaethe.de/,,,,,,,,,,,,,,,,,,survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.5127197 52.6411024),Berlin,DE,56,13125,Zepernicker Straße,Buch,dentist,,,dentist,,,,,,Dr. K & K Zahnärzte,Mo 12:30-20:30; Tu 07:00-19:00; We 08:00-20:30; Th 07:00-15:00; Fr 08:00-12:00; PH off,,+49309490084,,https://dr-krause.jimdofree.com/,,,,,,,,+493094413404,stomatology,,,,,,,,,Geoportal Berlin / Hauskoordinaten,,,,,,,,,,,,,,,,,,,,,,Standort Zepernicker Str. 56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
