element,id,amenity,brand,brand:wikidata,brand:wikipedia,compressed_air,fuel:hgv_diesel,fuel:diesel,fuel:e10,fuel:octane_102,fuel:octane_95,man_made,name,opening_hours,surveillance,wheelchair,addr:city,addr:country,addr:housenumber,addr:postcode,addr:street,addr:suburb,check_date,fuel:ethanol,level,operator,payment:cash,payment:mastercard,payment:visa,phone,website,check_date:opening_hours,fuel:adblue,fuel:biodiesel,fuel:octane_98,shop,car_wash,contact:fax,contact:phone,contact:website,payment:american_express,payment:debit_cards,payment:diners_club,payment:dkv,payment:maestro,payment:uta,payment:v_pay,payment:westfalen_card,self_service,fuel:biogas,fuel:cng,fuel:lpg,kiosk,fuel:gtl_diesel,compressed_air:fee,fax,fuel:gts_diesel,fuel:octane_100,payment:cryptocurrencies,payment:girocard,payment:credit_cards,ref,source,toilets,toilets:wheelchair,changing_table,operator:wikidata,wheelchair:description,covered,fuel:1_50,note,currency:others,fuel:kerosene,payment:coins,payment:notes,currency:eur,access,atm,fuel:e85,fuel:1_25,payment:routex,drink:club_mate,automated,postal_code,internet_access,internet_access:fee,smoking,description,source:opening_hours,name:de,name:en,post_office,post_office:brand,post_office:brand:wikidata,addr:inclusion,layer,car_repair,branch,roof:levels,roof:shape,check_date:compressed_air,contact:email,fuel:heating_oil,start_date,building,fuel:hvo100,payment:esso_card,payment:euroshell,payment:shell_clubsmart,official_name,ref:vatin,fuel:adblue:canister,name:signed,fuel:h35,fuel:h70,payment:h2_mobility_card,source:website,start_date:fuel:h70,lottery,valves,truck_wash,vacuum_cleaner,tenant,opening_hours:signed,building:levels,building:min_level,fuel:lh2,bus,minibus,cash_withdrawal,payment:apple_pay,payment:google_pay,surface,atm:operator,owner,landuse,service:vehicle:car_repair,service:vehicle:inspection,fuel:octane_92,height,wikimedia_commons,payment:h2_delivery,payment:hylane,payment:ryd_pay,start_date:fuel:h35,poi_type,amperage,authentication:short_message,bicycle,capacity,socket:type2,source:delivery_date,voltage,addr:floor,fee,operator:wikipedia,note:de,authentication:membership_card,payment:account_cards,authentication:app,authentication:nfc,motorcar,parking:fee,socket:type2:output,socket:type2:current,socket:type2:voltage,survey:date,hgv,maxstay:conditional,network,payment:paypal,scooter,colour,location,authentication:phone_call,socket:schuko,short_name,charge,payment:sepa,payment:vpay,authentication:none,comment,maxstay,socket:chademo,socket:type2_combo,socket:chademo:output,socket:type2_combo:output,truck,camera:direction,camera:mount,camera:type,highway,surveillance:type,surveillance:zone,ref:eu:evse,noname,output,charging_station:output,description:de,socket:usb,mapillary,socket:tesla_supercharger_ccs,socket:type2_cable,lit,support,fixme,payment:mea,object:city,object:country,object:housenumber,object:postcode,object:street,payment:app,payment:cards,payment:membership_card,payment:qr_code,capacity:motorcar,payment:bank_transfer,socket:tesla_supercharger_ccs:output,socket:type2_cable:output,payment:giro_e,payment:ladekarte,direction,lamp_mount,lamp_type,access:conditional,payment:contactless,small_electric_vehicle,motor_vehicle,parking:left,parking:left:fee,parking:left:maxstay,parking:left:orientation,parking:right,image,manufacturer,payment:nfc,authentication:contactless,socket:type2_combo:current,socket:type2_combo:voltage,bicycle_parking,socket:device:usb_a,socket:device:usb_c,charge:conditional,socket:type1:output,email,panoramax,panoramax:0,panoramax:1,payment:samsung_pay,orientation,indoor,operator:type,not:operator:wikidata,payment:rfid_card,payment:online_payment,payment:prepaid_cards,obstacle:parking,position,serialnumber,material,construction,motorcycle,socket:type1,socket:j3105_1,socket:j3105_1:output,capacity:charging,capacity:bicycle,taxi,socket:unknown,socket:unknown:output,markings,restriction,street:name,capacity:disabled,ref:goingelectric,socket:chademo:current,socket:chademo:voltage,latitude,longitude,data_source,operating_hours,fuel_types,amenities,contact_info,district,neighborhood,neighborhood_id,district_id,address
node,258535790,fuel,Aral,Q565734,en:Aral AG,yes,,yes,yes,yes,yes,,Aral,"Mo-Su,PH 00:00-24:00",,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fuel_station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.4682682,13.3110209,OSM,"Mo-Su,PH 00:00-24:00","diesel, e10, gtl_diesel, octane_102, octane_95",compressed_air,not_provided,Charlottenburg-Wilmersdorf,Wilmersdorf,re_ortsteil.0402,04,
node,259814897,fuel,SB Tank,Q96758296,,yes,,yes,yes,,yes,,SB Tank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,yes,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fuel_station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.5214343,13.5403704,OSM,,"diesel, e10, gtl_diesel, lpg, octane_100, octane_95",compressed_air,not_provided,Marzahn-Hellersdorf,Marzahn,re_ortsteil.1001,10,
node,259974805,fuel,Agip,Q377915,en:Agip,yes,,yes,yes,,yes,,Agip,"Mo-Fr 05:30-22:00; Sa 06:00-22:00; PH,Su 06:30-22:00",,yes,Berlin,DE,152,12689,Ahrensfelder Chaussee,Marzahn,,,,,,,,,,2024-02-03,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fuel_station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.5721481,13.5650466,OSM,"Mo-Fr 05:30-22:00; Sa 06:00-22:00; PH,Su 06:30-22:00","diesel, e10, octane_95, octane_98",compressed_air,not_provided,Marzahn-Hellersdorf,Marzahn,re_ortsteil.1001,10,"Ahrensfelder Chaussee, 152, 12689, Berlin"
node,260631653,fuel,Sprint,Q57588452,,yes,yes,yes,,,yes,,Sprint,,,yes,Berlin,DE,41,13583,Seegefelder Straße,Spandau,,,,Sprint,,,,,,,,,yes,,,,+49 30 3333751,http://www.sprint-tank.com/tankstellen/sprint-tankstelle-seegefelder,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fuel_station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.5359854,13.1911088,OSM,,"diesel, hgv_diesel, lpg, octane_95, octane_98",compressed_air,not_provided,Spandau,Spandau,re_ortsteil.0501,05,"Seegefelder Straße, 41, 13583, Berlin"
node,260744445,fuel,Total,Q154037,fr:TotalEnergies,yes,,yes,yes,,yes,,Total,,,,Berlin,DE,9,12435,Bulgarische Straße,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fuel_station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.4838045,13.4786593,OSM,,"cng, diesel, e10, lpg, octane_95, octane_98",compressed_air,not_provided,Treptow-Köpenick,Plänterwald,re_ortsteil.0902,09,"Bulgarische Straße, 9, 12435, Berlin"
node,260753895,fuel,Aral,Q565734,en:Aral AG,yes,,yes,yes,,yes,,Aral,,,yes,Berlin,DE,20,12103,Schöneberger Straße,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,yes,,yes,,yes,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fuel_station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.4700245,13.3709897,OSM,,"biogas, diesel, e10, gtl_diesel, lpg, octane_100, octane_95","car_wash, compressed_air",not_provided,Tempelhof-Schöneberg,Tempelhof,re_ortsteil.0703,07,"Schöneberger Straße, 20, 12103, Berlin"
node,262318783,fuel,Total,Q154037,fr:TotalEnergies,yes,yes,yes,yes,,yes,,Total,24/7,,yes,Berlin,,158,12359,Späthstraße,,2023-07-23,,,Total,,,,,,,,,yes,,,,,,,,,,,,,,,,,yes,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fuel_station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.4531463,13.4570058,OSM,24/7,"diesel, e10, gtl_diesel, hgv_diesel, lpg, octane_95, octane_98",compressed_air,not_provided,Neukölln,Britz,re_ortsteil.0802,08,"Späthstraße, 158, 12359, Berlin"
node,263703829,fuel,star,Q89432390,,yes,,yes,yes,,yes,,Star,24/7,,yes,Berlin,,2,12683,Altentreptower Straße,,,,,Jennifer Bulst,,,,+49 30 54712690,https://www.star.de/service/tankstellenfinder/detail/star-altentreptower-stra%C3%9Fe-2-berlin-814,,,,yes,,,,,,,,,yes,,yes,,,,,,,,,,+49 30 54712691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fuel_station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.5132492,13.5635805,OSM,24/7,"diesel, e10, octane_95, octane_98",compressed_air,phone:+49 30 54712690 | website:https://www.star.de/service/tankstellenfinder/detail/star-altentreptower-stra%C3%9Fe-2-berlin-814,Marzahn-Hellersdorf,Biesdorf,re_ortsteil.1002,10,"Altentreptower Straße, 2, 12683, Berlin"
node,264193115,fuel,Shell,Q110716465,en:Royal Dutch Shell,yes,,,,,,,Shell,24/7,,limited,,,,,,,2024-10-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fuel_station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.6160844,13.3005814,OSM,24/7,unknown,compressed_air,not_provided,Reinickendorf,Hermsdorf,re_ortsteil.1206,12,
node,266629176,fuel,SB Tank,Q96758296,,yes,,yes,yes,,yes,,SB-Tank,,outdoor,yes,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fuel_station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.5054346,13.5878738,OSM,,"diesel, e10, octane_95, octane_98",compressed_air,not_provided,Marzahn-Hellersdorf,Kaulsdorf,re_ortsteil.1003,10,
node,267719806,fuel,star,Q89432390,,yes,yes,,,,,,Star,24/7,outdoor,yes,,,,,,,,,,Orlen Deutschland,,,,+49 30 56553882,https://www.sun-tankstellen.de/sites/station_alt_mahlsdorf.htm,,,,,,,,,,,,,yes,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fuel_station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.5044926,13.6110566,OSM,24/7,hgv_diesel,compressed_air,phone:+49 30 56553882 | website:https://www.sun-tankstellen.de/sites/station_alt_mahlsdorf.htm,Marzahn-Hellersdorf,Mahlsdorf,re_ortsteil.1004,10,
node,268660302,fuel,Shell,Q110716465,,yes,,yes,yes,,yes,,Shell,,,yes,Berlin,DE,339,13503,Ruppiner Chaussee,Heiligensee,,,,Shell,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,yes,,,,,Geoportal Berlin / Hauskoordinaten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fuel_station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.6205239,13.2358164,OSM,,"diesel, e10, gtl_diesel, octane_100, octane_95",compressed_air,not_provided,Reinickendorf,Heiligensee,re_ortsteil.1204,12,"Ruppiner Chaussee, 339, 13503, Berlin"
node,270814683,fuel,TotalEnergies,Q154037,,,,yes,yes,,yes,,TotalEnergies,,,,Berlin,DE,49,14163,Argentinische Allee,Zehlendorf,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fuel_station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.444543,13.2425522,OSM,,"diesel, e10, octane_95, octane_98",unknown,not_provided,Steglitz-Zehlendorf,Zehlendorf,re_ortsteil.0604,06,"Argentinische Allee, 49, 14163, Berlin"
node,270814696,fuel,Shell,Q110716465,en:Royal Dutch Shell,yes,yes,yes,yes,,yes,,Shell,"Mo-Su,PH 06:00-24:00",,,Berlin,DE,24,14129,Potsdamer Chaussee,,,,,Shell,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fuel_station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.4296886,13.223231,OSM,"Mo-Su,PH 06:00-24:00","diesel, e10, gtl_diesel, hgv_diesel, octane_100, octane_95",compressed_air,not_provided,Steglitz-Zehlendorf,Nikolassee,re_ortsteil.0606,06,"Potsdamer Chaussee, 24, 14129, Berlin"
node,271882472,fuel,Shell,Q110716465,,yes,yes,yes,yes,yes,yes,,Shell,24/7,,limited,Berlin,DE,267,12057,Karl-Marx-Straße,Neukölln,,,,Shell,,,,+49 30 6852016,https://www.shell.de/,,yes,,,,,,,,,,,,,,,,,,yes,,,yes,,,,,,,,,,,,,,Keine Behindertentoilette,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fuel_station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.4652723,13.4430158,OSM,24/7,"adblue, cng, diesel, e10, gtl_diesel, hgv_diesel, octane_102, octane_95",compressed_air,phone:+49 30 6852016 | website:https://www.shell.de/,Neukölln,Neukölln,re_ortsteil.0801,08,"Karl-Marx-Straße, 267, 12057, Berlin"
node,272517807,fuel,JET,Q568940,en:Jet (brand),yes,,yes,yes,,yes,,JET,"Mo-Su,PH 00:00-24:00",,limited,Berlin,DE,41,10965,Kreuzbergstraße,Schöneberg,,,,,,,,+49 30 78895526,https://www.jet-tankstellen.de/,2024-06-11,yes,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eingangsbereich ohne Treppenstufe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fuel_station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.489294,13.3744681,OSM,"Mo-Su,PH 00:00-24:00","adblue, diesel, e10, octane_95, octane_98",compressed_air,phone:+49 30 78895526 | website:https://www.jet-tankstellen.de/,Tempelhof-Schöneberg,Schöneberg,re_ortsteil.0701,07,"Kreuzbergstraße, 41, 10965, Berlin"
node,273418863,fuel,Agip,Q377915,en:Agip,yes,yes,yes,yes,,yes,surveillance,Agip,"Mo-Fr 06:00-22:00; PH,Sa,Su 07:00-22:00",outdoor,yes,Berlin,DE,93A,12623,Alt-Mahlsdorf,Mahlsdorf,,,,Agip,,,,,,,,,yes,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,Geoportal Berlin / Hauskoordinaten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fuel_station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.5040082,13.619215,OSM,"Mo-Fr 06:00-22:00; PH,Sa,Su 07:00-22:00","diesel, e10, hgv_diesel, lpg, octane_95, octane_98",compressed_air,not_provided,Marzahn-Hellersdorf,Mahlsdorf,re_ortsteil.1004,10,"Alt-Mahlsdorf, 93A, 12623, Berlin"
node,273418893,fuel,TotalEnergies,Q154037,fr:TotalEnergies,yes,yes,yes,yes,,yes,surveillance,Total Alt Mahlsdorf,,outdoor,yes,Berlin,DE,60,12623,Alt-Mahlsdorf,,,,,Total,,,,,,,,,yes,,,,,,,,,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fuel_station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.5043627,13.6243176,OSM,,"cng, diesel, e10, hgv_diesel, lpg, octane_95, octane_98",compressed_air,not_provided,Marzahn-Hellersdorf,Mahlsdorf,re_ortsteil.1004,10,"Alt-Mahlsdorf, 60, 12623, Berlin"
node,274968839,fuel,HEM,Q109930239,,yes,yes,yes,yes,,yes,,HEM,24/7,,yes,Berlin,DE,"124,126",12555,Kaulsdorfer Straße,Köpenick,,,,,,,,+49 30 64326324,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fuel_station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.4719674,13.5711621,OSM,24/7,"diesel, e10, hgv_diesel, octane_95, octane_98",compressed_air,phone:+49 30 64326324,Treptow-Köpenick,Köpenick,re_ortsteil.0910,09,"Kaulsdorfer Straße, 124,126, 12555, Berlin"
node,274969218,fuel,JET,Q568940,en:Jet (brand),yes,,,yes,,yes,,Jet,"Mo-Fr 05:00-23:00; Sa,Su 06:00-23:00",,yes,Berlin,DE,14,12555,Bellevuestraße,Köpenick,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,Geoportal Berlin / Hauskoordinaten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fuel_station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.4542006,13.5923789,OSM,"Mo-Fr 05:00-23:00; Sa,Su 06:00-23:00","e10, lpg, octane_95, octane_98",compressed_air,not_provided,Treptow-Köpenick,Köpenick,re_ortsteil.0910,09,"Bellevuestraße, 14, 12555, Berlin"
node,279305173,fuel,HEM,Q109930239,,yes,,yes,yes,,yes,,HEM,,,limited,Berlin,DE,124,12105,Attilastraße,Tempelhof,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fuel_station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.4490475,13.3661359,OSM,,"diesel, e10, octane_95, octane_98",compressed_air,not_provided,Tempelhof-Schöneberg,Tempelhof,re_ortsteil.0703,07,"Attilastraße, 124, 12105, Berlin"
node,279966479,fuel,Aral,Q565734,en:Aral AG,yes,,yes,yes,yes,yes,,Aral,24/7,,limited,Berlin,DE,204,12347,Britzer Damm,Britz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,Geoportal Berlin / Hauskoordinaten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fuel_station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.4453426,13.4331109,OSM,24/7,"diesel, e10, gtl_diesel, octane_102, octane_95",compressed_air,not_provided,Neukölln,Britz,re_ortsteil.0802,08,"Britzer Damm, 204, 12347, Berlin"
node,281413022,fuel,,,,yes,,yes,yes,,yes,,Spreves,Mo-Su 00:00-24:00,,,Berlin,DE,4,,Friedrichshagener Straße,Köpenick,,,,,,,,,,,,yes,yes,kiosk,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fuel_station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.452062,13.5784714,OSM,Mo-Su 00:00-24:00,"biodiesel, diesel, e10, lpg, octane_95, octane_98","compressed_air, convenience_shop",not_provided,Treptow-Köpenick,Köpenick,re_ortsteil.0910,09,"Friedrichshagener Straße, 4, Berlin"
node,281775191,fuel,Shell,Q110716465,,yes,,yes,yes,,yes,,Shell,Mo-Su 06:00-22:00,,yes,Berlin,,1,13089,Rothenbachstraße,,,,,Shell,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fuel_station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.5716016,13.4296019,OSM,Mo-Su 06:00-22:00,"diesel, e10, gtl_diesel, octane_100, octane_95",compressed_air,not_provided,Pankow,Heinersdorf,re_ortsteil.0304,03,"Rothenbachstraße, 1, 13089, Berlin"
node,282832827,fuel,Esso,Q867662,en:Esso,yes,yes,yes,yes,,yes,,Esso,,,yes,Berlin,DE,179,12621,Chemnitzer Straße,Kaulsdorf,,,,Uwe Schmidt,,,,+493056660336,,,,,yes,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fuel_station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.4895059,13.5760187,OSM,,"diesel, e10, hgv_diesel, lpg, octane_95, octane_98",compressed_air,phone:+493056660336,Marzahn-Hellersdorf,Kaulsdorf,re_ortsteil.1003,10,"Chemnitzer Straße, 179, 12621, Berlin"
